farmer_id,site_id,yield_avg
1806,2326,5.9084153175354
1813,1913,10.0564470291138
1814,1912,14.2854156494141
1821,2226,12.302453994751
1828,1926,21.3067169189453
1829,1923,21.2257804870605
1830,1924,21.6709365844727
1830,2324,22.8040561676025
1831,1927,23.714599609375
1831,2349,22.2981986999512
1834,1937,18.1704006195068
1834,1938,7.36528539657593
1837,1936,17.8871212005615
1837,2231,22.9052276611328
1837,2286,21.9946842193604
1862,1962,14.2044792175293
1876,1977,14.4675245285034
1878,1979,20.133129119873
1880,1982,17.1789207458496
1880,2275,20.5378150939941
1881,1985,18.1299324035645
1881,2218,11.5335512161255
1884,1991,18.8381328582764
1886,1990,22.9659309387207
1887,1992,24.2406921386719
1887,2293,35.4302597045898
1888,2457,30.7966041564941
1889,1993,27.2151336669922
1889,2296,32.8605041503906
1898,1999,23.067102432251
1898,2281,17.401496887207
1901,2004,21.3471870422363
1901,2316,19.5058650970459
1903,2006,23.5931930541992
1904,2007,16.0660343170166
1910,2021,25.009593963623
1910,2299,21.9339809417725
1911,2022,11.2502708435059
1911,2317,20.5782833099365
1913,2029,27.1544303894043
1914,2030,8.88285732269287
1923,2045,9.36848068237305
1930,2052,5.74654102325439
1958,2084,12.1001110076904
1961,2087,21.5899982452393
1967,2093,14.6496334075928
1977,2114,19.8903160095215
1984,2118,22.0756206512451
1997,2132,15.3578338623047
2030,2171,14.9329137802124
2054,2208,19.1618824005127
2055,2209,22.1565589904785
2069,2282,10.9062881469727
2069,2283,5.22044944763184
2073,2406,19.0404777526855
2073,2407,11.6347217559814
2076,2425,24.4025650024414
2077,2426,27.3567733764648
2091,2460,22.419605255127
2102,2477,22.9254627227783
2114,2520,15.6613483428955
2115,2519,16.4100170135498
