JIND,29.3152073,76.314082,-41,D
KAITHAL,29.7996588,76.3989903,-42,D
KARNAL,29.7255766,76.9106924,16,N
KURUKSHETRA,29.9693747,76.8482787,183,LE
MAHENDRAGARH,28.132697,76.1697448,104,LE
NUH,27.9935177,77.0419634,99,LE
PALWAL,28.0599426,77.3223422,0,N
PANCHKULA,30.6975401,76.8551066,-35,D
PANIPAT,29.3912753,76.9771675,-38,D
REWARI,28.1956468,76.6165179,89,LE
ROHTAK,28.9010899,76.5801935,-3,N
SIRSA,29.6063041,74.9036568,31,E
SONEPAT,28.99197,77.0342633,-27,D
YAMUNA NAGAR,19.1481254,72.827599,139,LE
CENTRAL DELHI,28.6990095,77.2314634,-15,N
EAST DELHI,28.6117432,77.2982794,-33,D
NEW DELHI,28.6430858,77.2192671,-17,N
NORTH DELHI,28.7872279,77.0980903,-88,LD
NORTH EAST DELHI,28.7233079,77.2668565,-19,N
NORTH WEST DELHI,28.7379144,77.0100626,-81,LD
SOUTH DELHI,28.4851694,77.1963652,-40,D
SOUTH EAST DELHI,28.5448946,77.2723284,26,E
SOUTH WEST DELHI,28.5864481,76.979153,-43,D
WEST DELHI,28.6545456,77.0810555,-4,N
AMRITSAR,31.6356659,74.8787496,2,N
BARNALA,30.3716802,75.5039887,72,LE
BHATINDA,30.206791,74.9463699,20,E
FARIDKOT,30.6014507,74.7950176,103,LE
FATEHGARH SAHIB,30.6634041,76.3803,34,E
FAZILKA,30.3198406,74.1217943,20,E
FEROZEPUR,30.6839733,76.3594033,83,LE
GURDASPUR,31.9037264,75.2275587,-3,N
HOSHIARPUR,31.6092942,75.8459754,-50,D
JALANDHAR,31.2922311,75.5678878,-4,N
KAPURTHALA,31.3856476,75.3053304,-63,LD
LUDHIANA,30.9090157,75.851601,122,LE
MANSA,29.8764133,75.4889564,18,N
MOGA,30.7877554,75.159359,45,E
MUKTSAR,30.4692,74.5182,-6,N
PATHANKOT,32.3021899,75.6589406,77,LE
PATIALA,30.2092777,76.3397231,50,E
RUPNAGAR,31.0917102,76.5289701,84,LE
SANGRUR,30.135717,75.8533326,-31,D
SAS NAGAR (MOHALI),30.6904366,76.7116208,-36,D
SBS NAGAR,30.8260412,75.1989654,28,E
TARN TARAN,31.3212453,74.8416687,159,LE
BILASPUR,22.1638486,82.1365923,53,E
CHAMBA,32.6923316,76.1631552,-1,N
HAMIRPUR,25.75,80.0,86,LE
KANGRA,32.0768665,76.2985872,47,E
KINNAUR,31.593013,78.3281417,-22,D
KULLU,31.9578974,77.1089232,35,E
LAHAUL & SPITI,32.5015861,77.5789891,-54,D
MANDI,31.6516617,77.0092542,100,LE
SHIMLA,31.1041526,77.1709729,72,LE
SIRMAUR,30.6991321,77.4465304,61,LE
SOLAN,42.9431682,1.6950613,87,LE
UNA,44.9830709,16.2475717,55,E
ANANTNAG,33.74611,75.1854475,-30,D
BADGAM,34.0385248,74.7360163,-42,D
BANDIPORE,34.4563234,74.6825,-68,LD
BARAMULA,34.2086903,74.343498,-42,D
DODA,33.13261,75.5890079,-15,N
GANDERBAL,34.2889322,75.0407983,-56,D
JAMMU,32.7185614,74.8580917,60,LE
KATHUA,32.3765524,75.5243044,25,E
KULGAM,33.6446899,75.0188432,-69,LD
KUPWARA,34.5140696,74.191367,-44,D
POONCH,33.7670004,74.0957143,-22,D
PULWAMA,33.9490472,75.0418335,-10,N
RAJOURI,33.3772495,74.3132332,111,LE
RAMBAN,33.2116371,75.2050989,-2,N
REASI,33.2059908,74.8626794,119,LE
SAMBA,32.5759118,75.1203446,88,LE
SHOPIAN,33.7207837,74.7714244,-49,D
SRINAGAR,34.0747444,74.8204443,-32,D
UDHAMPUR,32.911964,75.3265845,81,LE
KARGIL,33.802819,76.4730096,-70,LD
LADAKH (LEH),33.352126,78.2473789,458,LE
AJMER,26.4691,74.639,119,LE
ALWAR,27.4140048,76.6170387,74,LE
BANSWARA,23.4915046,74.3502172,171,LE
BARAN,24.9208165,76.6821985,284,LE
BHARATPUR,27.0246959,77.2920116,115,LE
BHILWARA,25.4891177,74.3300726,248,LE
BUNDI,25.4367659,75.7361471,166,LE
CHITTORGARH,24.7171578,74.4718129,163,LE
DAUSA,26.8048658,76.4437457,213,LE
